Datum,Ponovljena,Opstina,Pocetna Cena,Procenjena Vrednost,%,Tip,Kategorija,Opis,Link
2025-03-12,True,Кикинда,35000.0,70000.0,50.0,Pokretnosti,Покретне ствари,"Спаваћа соба комплет (кревет, орман 5 крила, 3 комоде)",https://eaukcija.sud.rs/#/aukcije/124946
2025-03-12,True,Кикинда,5000.0,10000.0,50.0,Pokretnosti,Покретне ствари,Veš mašina CANDY,https://eaukcija.sud.rs/#/aukcije/124947
2025-03-12,True,Кикинда,2500.0,5000.0,50.0,Pokretnosti,Покретне ствари,Trpezarijski sto sa 4 stolice,https://eaukcija.sud.rs/#/aukcije/124948
2025-03-12,True,Кикинда,2000.0,4000.0,50.0,Pokretnosti,Покретне ствари,TV GRUNDING,https://eaukcija.sud.rs/#/aukcije/124949
2025-03-12,True,Кикинда,80000.0,160000.0,50.0,Pokretnosti,Путничко возило или део,Putničko vozilo marke FORD FOCUS reg. oznake KI083-KF,https://eaukcija.sud.rs/#/aukcije/124950
2025-03-12,True,Зрењанин-град,7500.0,15000.0,50.0,Pokretnosti,Намештај,Веш машина марке “GORENJE”,https://eaukcija.sud.rs/#/aukcije/124951
2025-03-12,True,Зрењанин-град,15000.0,30000.0,50.0,Pokretnosti,Намештај,"Тросед, двосед, фотеља и клуб сто",https://eaukcija.sud.rs/#/aukcije/124952
2025-03-12,True,Зрењанин-град,5000.0,10000.0,50.0,Pokretnosti,Намештај,Телевизор,https://eaukcija.sud.rs/#/aukcije/124953
2025-03-12,True,Зрењанин-град,2500.0,5000.0,50.0,Pokretnosti,Намештај,Слика,https://eaukcija.sud.rs/#/aukcije/124954
2025-03-12,True,Зрењанин-град,15000.0,30000.0,50.0,Pokretnosti,Намештај,Замрзивач марке “BEKO”,https://eaukcija.sud.rs/#/aukcije/124955
2025-03-12,True,Сечањ,52672.09,105344.19,50.0,Nepokretnosti,Пољопривредно земљиште,"број парцеле: 5672, Јерови, број дела 1, воћњак 3. класе, у површини од 375м2, пољопривредно земљиште, на коме извршни дужник има право својине у 1/1 дела;
број парцеле: 5672, Јерови, број дела 2, виноград 3. класе, у површини од 661м2, пољопривредно земљиште, на коме извршни дужник има право својине у 1/1 дела;",https://eaukcija.sud.rs/#/aukcije/124957
2025-03-12,True,Сечањ,63877.0,127754.01,50.0,Nepokretnosti,Пољопривредно земљиште,"број парцеле: 5673, Јерови, број дела 1, њива 3. класе, у површини од 1235м2, пољопривредно земљиште, на коме извршни дужник има право својине у 1/1 дела.",https://eaukcija.sud.rs/#/aukcije/124958
2025-03-12,False,Кикинда,5600.0,8000.0,70.0,Pokretnosti,Алат,Тример,https://eaukcija.sud.rs/#/aukcije/124959
2025-03-12,False,Кикинда,2100.0,3000.0,70.0,Pokretnosti,Алат,Брусилица,https://eaukcija.sud.rs/#/aukcije/124960
2025-03-12,False,Кикинда,21000.0,30000.0,70.0,Pokretnosti,Возило или део возила,Томос,https://eaukcija.sud.rs/#/aukcije/124961
2025-03-12,False,Кикинда,10500.0,15000.0,70.0,Pokretnosti,Остала покретна имовина,Врцаљка,https://eaukcija.sud.rs/#/aukcije/124962
2025-03-12,False,Кикинда,7000.0,10000.0,70.0,Pokretnosti,Алат,Моторна тестера,https://eaukcija.sud.rs/#/aukcije/124963
2025-03-12,False,Кикинда,5600.0,8000.0,70.0,Pokretnosti,Намештај,"Телевизор, број маркице 100978",https://eaukcija.sud.rs/#/aukcije/124964
2025-03-12,False,Кикинда,2100.0,3000.0,70.0,Pokretnosti,Намештај,Веш машина,https://eaukcija.sud.rs/#/aukcije/124965
2025-03-12,False,Кикинда,10500.0,15000.0,70.0,Pokretnosti,Намештај,"Телевизор, број маркице 100980",https://eaukcija.sud.rs/#/aukcije/124966
2025-03-12,False,Кикинда,2100.0,3000.0,70.0,Pokretnosti,Намештај,Сеф за оружје,https://eaukcija.sud.rs/#/aukcije/124967
2025-03-12,False,Кикинда,28000.0,40000.0,70.0,Pokretnosti,Возило или део возила,YUGO,https://eaukcija.sud.rs/#/aukcije/124968
2025-03-12,False,Зрењанин-град,5600.0,8000.0,70.0,Pokretnosti,Намештај,Телевизор,https://eaukcija.sud.rs/#/aukcije/124971
2025-03-12,False,Мерошина,41113.38,58733.4,70.0,Pokretnosti,Покретне ствари,електрични ,https://eaukcija.sud.rs/#/aukcije/124994
2025-03-12,False,Мерошина,25556.08,36508.68,70.0,Pokretnosti,Покретне ствари,метална,https://eaukcija.sud.rs/#/aukcije/125008
2025-03-12,False,Мерошина,28000.0,40000.0,70.0,Pokretnosti,Покретне ствари,за прецизно бушење,https://eaukcija.sud.rs/#/aukcije/125010
2025-03-12,False,Мерошина,16850.4,24072.0,70.0,Pokretnosti,Покретне ствари,електрични,https://eaukcija.sud.rs/#/aukcije/125012
2025-03-12,True,Инђија,1306536.25,2613072.5,50.0,Nepokretnosti,Кућа,"-	Парц.бр. 3995/7 од 451м2, Хиландарска
-	Парц.бр. 3995/7 Хиландарска 14, Породична стамбена зграда од 99м2, објекат преузет из земљишне књиге,
све уписано у Листу непокретности број 7944 КО Инђија на којој је извршни дужник сувласник у 1/3 дела",https://eaukcija.sud.rs/#/aukcije/125014
2025-03-12,False,Вождовац,6406019.47,9151456.38,70.0,Nepokretnosti,Стан,"Део поседа (удео) од 43/96 на стану бр. 42, улаз бр. 2, улица Паунова 41, на осмом спрату, површине 80м2, на КП 11968/18 КО Вождовац",https://eaukcija.sud.rs/#/aukcije/125106
2025-03-12,False,Лесковац-град,31500.0,45000.0,70.0,Pokretnosti,Покретне ствари,"Телевизор Hisense  40"" црне боје",https://eaukcija.sud.rs/#/aukcije/125119
2025-03-12,False,Лесковац-град,24500.0,35000.0,70.0,Pokretnosti,Намештај,Комода и гардеробер боје букве Forma Ideale,https://eaukcija.sud.rs/#/aukcije/125120
2025-03-12,False,Лесковац-град,8400.0,12000.0,70.0,Pokretnosti,Намештај,Сто за рачунар прљаво беле боје,https://eaukcija.sud.rs/#/aukcije/125121
2025-03-12,False,Лесковац-град,17500.0,25000.0,70.0,Pokretnosti,Покретне ствари,"Веш машина Gorenje, 7kg, 600rpm",https://eaukcija.sud.rs/#/aukcije/125122
2025-03-12,False,Земун,7000.0,10000.0,70.0,Pokretnosti,Покретне ствари,•	Радни сто (маркица АА155405),https://eaukcija.sud.rs/#/aukcije/125166
2025-03-12,False,Земун,7000.0,10000.0,70.0,Pokretnosti,Покретне ствари,•	Радни сто (маркица АА155406),https://eaukcija.sud.rs/#/aukcije/125167
2025-03-12,False,Земун,7000.0,10000.0,70.0,Pokretnosti,Покретне ствари,•	Радни сто (маркица АА155407),https://eaukcija.sud.rs/#/aukcije/125168
2025-03-12,False,Земун,7000.0,10000.0,70.0,Pokretnosti,Покретне ствари,•	Радни сто (маркица АА155408),https://eaukcija.sud.rs/#/aukcije/125169
2025-03-12,False,Земун,7000.0,10000.0,70.0,Pokretnosti,Покретне ствари,•	Радни сто (маркица АА155409),https://eaukcija.sud.rs/#/aukcije/125170
2025-03-12,False,Земун,7000.0,10000.0,70.0,Pokretnosti,Покретне ствари,•	Радни сто (маркица АА155410),https://eaukcija.sud.rs/#/aukcije/125172
2025-03-12,False,Земун,7000.0,10000.0,70.0,Pokretnosti,Покретне ствари,•	Радни сто (маркица АА155411),https://eaukcija.sud.rs/#/aukcije/125175
2025-03-12,False,Земун,7000.0,10000.0,70.0,Pokretnosti,Покретне ствари,•	Радни сто (маркица АА155412),https://eaukcija.sud.rs/#/aukcije/125176
2025-03-12,False,Земун,7000.0,10000.0,70.0,Pokretnosti,Покретне ствари,•	Ормар (маркица АА155413),https://eaukcija.sud.rs/#/aukcije/125177
2025-03-12,False,Земун,7000.0,10000.0,70.0,Pokretnosti,Покретне ствари,•	Ормар (маркица АА155414),https://eaukcija.sud.rs/#/aukcije/125178
2025-03-12,False,Земун,7000.0,10000.0,70.0,Pokretnosti,Покретне ствари,•	Ормар (маркица АА155415),https://eaukcija.sud.rs/#/aukcije/125179
2025-03-12,False,Земун,7000.0,10000.0,70.0,Pokretnosti,Покретне ствари,•	Ормар (маркица АА155416),https://eaukcija.sud.rs/#/aukcije/125180
2025-03-12,False,Земун,7000.0,10000.0,70.0,Pokretnosti,Покретне ствари,•	Ормар (маркица АА155417),https://eaukcija.sud.rs/#/aukcije/125181
2025-03-12,False,Земун,7000.0,10000.0,70.0,Pokretnosti,Покретне ствари,•	Ормар (маркица АА155418),https://eaukcija.sud.rs/#/aukcije/125182
2025-03-12,False,Земун,7000.0,10000.0,70.0,Pokretnosti,Покретне ствари,•	Ормар (маркица АА155419),https://eaukcija.sud.rs/#/aukcije/125183
2025-03-12,False,Земун,7000.0,10000.0,70.0,Pokretnosti,Покретне ствари,•	Ормар (маркица АА155420),https://eaukcija.sud.rs/#/aukcije/125184
2025-03-12,False,Земун,10500.0,15000.0,70.0,Pokretnosti,Покретне ствари,•	Радне столице 5 комада (маркица АА155421-АА155425),https://eaukcija.sud.rs/#/aukcije/125185
2025-03-12,False,Земун,2100.0,3000.0,70.0,Pokretnosti,Покретне ствари,•	Комода (маркица АА155426),https://eaukcija.sud.rs/#/aukcije/125186
2025-03-12,False,Земун,2100.0,3000.0,70.0,Pokretnosti,Покретне ствари,•	Комода (маркица АА155427),https://eaukcija.sud.rs/#/aukcije/125187
2025-03-12,False,Земун,2100.0,3000.0,70.0,Pokretnosti,Покретне ствари,•	Комода (маркица АА155428),https://eaukcija.sud.rs/#/aukcije/125188
2025-03-12,False,Земун,2100.0,3000.0,70.0,Pokretnosti,Покретне ствари,•	Комода (маркица АА155429),https://eaukcija.sud.rs/#/aukcije/125189
2025-03-12,False,Земун,2100.0,3000.0,70.0,Pokretnosti,Покретне ствари,•	Комода (маркица АА155430),https://eaukcija.sud.rs/#/aukcije/125190
2025-03-12,False,Земун,2100.0,3000.0,70.0,Pokretnosti,Покретне ствари,•	Комода (маркица АА155431),https://eaukcija.sud.rs/#/aukcije/125191
2025-03-12,False,Земун,2100.0,3000.0,70.0,Pokretnosti,Покретне ствари,•	Комода (маркица АА155432),https://eaukcija.sud.rs/#/aukcije/125192
2025-03-12,False,Земун,2100.0,3000.0,70.0,Pokretnosti,Покретне ствари,Комода (маркица АА155433),https://eaukcija.sud.rs/#/aukcije/125193
2025-03-12,False,Земун,344290.8,491844.0,70.0,Pokretnosti,Остало возило или део,"Трактор марке CFMOTO CFORCE850XC, регистарских ознака BGAEZ-62, број мотора: CF2V91W2V91WA1A213523, број шасије: LCELVYZJ4M6000613, година производње: 2021. ",https://eaukcija.sud.rs/#/aukcije/125201
2025-03-12,False,Земун,327075.7,467251.0,70.0,Pokretnosti,Остало возило или део,"Трактор марке: KAYO AU200, регистарских ознака: BGAEZ-61, број мотора: LX162FMK2TW008241, број шасије: L6JACMLAXL1000992, година производње: 2020. ",https://eaukcija.sud.rs/#/aukcije/125203
